id,CONCAT_buildUpPlayPositioningClass,CONCAT_chanceCreationPositioningClass,CONCAT_defenceDefenderLineClass,DELTA_buildUpPlayPassing,DELTA_buildUpPlaySpeed,DELTA_chanceCreationCrossing,DELTA_chanceCreationPassing,DELTA_chanceCreationShooting,DELTA_defenceAggression,DELTA_defencePressure,DELTA_defenceTeamWidth,Month_match,buildUpPlayPassing_1,buildUpPlaySpeed_1,chanceCreationCrossing_1,chanceCreationPassing_1,chanceCreationShooting_1,defenceAggression_1,defencePressure_1,defenceTeamWidth_1,RESULT
23179,2,2,3,-5,13,-5,22,-18,-10,14,-8,2,59,42,78,36,59,60,37,68,3
23180,2,2,3,-19,-7,-1,-3,-12,-12,-10,-11,2,63,53,61,55,52,52,47,56,1
23186,1,0,3,2,3,22,1,-21,-15,0,0,2,35,45,54,71,73,60,49,68,1
23185,2,2,3,-6,-31,-10,20,-16,-5,4,-12,2,46,56,52,38,68,50,45,59,1
23183,2,2,3,-10,-19,-9,-4,2,0,5,1,2,62,53,68,59,52,52,42,68,1
23187,2,2,3,21,20,13,9,-9,-2,-25,-4,2,44,41,44,44,47,51,63,59,1
23181,2,2,3,13,7,13,19,-7,12,13,-19,2,23,34,56,53,57,46,51,61,3
23178,2,2,3,14,-8,20,8,1,-12,-6,-3,2,37,55,43,59,53,49,58,58,1
23184,1,0,3,10,-4,32,1,1,-25,-15,-7,2,25,24,24,37,54,63,66,66,3
23182,2,2,3,-21,-34,-5,7,6,12,-11,14,2,57,58,57,53,53,41,59,56,1
23196,2,2,3,9,8,-24,-34,16,5,-4,-9,2,37,48,76,72,52,45,49,68,2
23197,0,1,3,-30,-16,-3,18,35,11,11,13,2,65,61,57,53,38,49,38,55,1
23193,2,2,3,5,24,-2,-2,-1,-11,12,-13,2,52,34,59,55,54,52,47,69,3
23191,2,2,3,27,12,-8,-17,2,-6,-17,14,2,36,41,69,72,50,58,64,42,2
23194,2,2,3,27,33,12,21,-3,14,-9,9,2,35,20,56,38,55,38,51,59,2
23195,0,1,3,-15,-1,-18,-21,2,18,17,19,2,40,25,42,58,52,45,49,47,1
23190,2,2,3,15,-4,18,-16,19,20,0,23,2,44,46,60,52,40,40,37,45,2
23192,2,2,3,-13,10,4,-7,-2,-7,3,-9,2,36,24,52,60,59,53,48,70,2
23188,2,2,3,-7,-6,-19,-23,-7,14,11,4,2,51,47,63,67,54,37,52,55,1
23189,2,2,3,-17,0,-30,1,12,-1,7,-2,2,54,55,73,58,41,50,51,60,3
23206,2,2,3,19,5,5,15,-30,-1,-7,-4,2,46,56,52,38,68,50,45,59,1
23200,2,2,3,-23,-1,-9,36,-9,-2,27,-26,2,59,42,78,36,59,60,37,68,1
23202,2,2,3,29,0,3,2,-3,6,-4,8,2,23,34,56,53,57,46,51,61,1
23205,1,0,3,12,24,52,35,-2,-18,-17,2,2,25,24,24,37,54,63,66,66,2
23204,2,2,3,-22,-28,-26,-1,0,-7,7,-21,2,62,53,68,59,52,52,42,68,1
23207,0,1,3,-9,4,10,27,26,9,-14,9,2,44,41,44,44,47,51,63,59,1
23201,2,2,3,-27,-29,-9,5,7,1,1,14,2,63,53,61,55,52,52,47,56,3
23199,2,2,3,7,-9,17,-7,-13,-9,-21,-13,2,37,55,43,59,53,49,58,58,1
23203,2,2,3,-22,-38,-1,-15,2,-3,-8,3,2,57,58,57,53,53,41,59,56,1
23198,2,2,3,3,8,10,-9,-13,13,-1,5,2,51,47,63,67,54,37,52,55,2
23211,2,2,3,23,18,26,-24,0,7,-11,-2,2,36,24,52,60,59,53,48,70,2
23216,0,1,3,-40,-37,-33,-16,16,14,28,11,2,65,61,57,53,38,49,38,55,1
23214,2,2,3,17,33,15,-5,1,-4,10,9,2,40,25,42,58,52,45,49,47,2
23217,1,0,3,11,11,-2,-33,-5,-10,-4,-9,2,35,45,54,71,73,60,49,68,2
23213,2,2,3,-12,14,0,15,2,8,0,2,2,35,20,56,38,55,38,51,59,3
23215,2,2,3,25,5,-8,-13,0,7,-7,0,2,37,48,76,72,52,45,49,68,1
23209,2,2,3,7,1,3,15,14,-3,15,10,2,44,46,60,52,40,40,37,45,1
23210,2,2,3,1,14,-26,-13,3,-9,-6,16,2,36,41,69,72,50,58,64,42,1
23208,2,2,3,-10,-14,-29,-14,6,1,12,-1,2,54,55,73,58,41,50,51,60,2
23212,2,2,3,11,19,2,0,-2,0,0,-13,2,52,34,59,55,54,52,47,69,2
23223,2,2,3,17,-9,-14,5,-5,-1,-2,-14,3,23,34,56,53,57,46,51,61,1
23221,2,2,3,-7,-8,-19,19,-5,-8,10,1,3,59,42,78,36,59,60,37,68,2
23227,2,2,3,2,15,8,-6,21,-1,-18,0,3,44,41,44,44,47,51,63,59,3
23222,2,2,3,-28,-33,-5,-17,3,-14,4,3,3,63,53,61,55,52,52,47,56,3
23226,3,3,3,10,21,30,34,19,-3,-17,2,3,25,24,24,37,54,63,66,66,1
23220,2,2,3,-1,-31,9,1,6,4,-10,12,3,37,55,43,59,53,49,58,58,3
23224,2,2,3,-20,-10,19,19,-1,4,-10,12,3,57,58,57,53,53,41,59,56,2
23219,2,2,3,-15,-6,6,5,-4,21,12,-13,3,51,47,63,67,54,37,52,55,3
23218,2,2,3,-10,-9,-13,-6,-1,-10,-14,-15,3,54,55,73,58,41,50,51,60,3
23225,2,2,3,3,8,-11,-6,-14,-3,-4,-13,3,62,53,68,59,52,52,42,68,1
23231,2,2,3,-15,21,-16,4,-1,-3,11,-11,3,52,34,59,55,54,52,47,69,1
23235,2,2,3,-8,-3,0,0,15,-8,21,1,3,65,61,57,53,38,49,38,55,1
23228,2,2,3,0,-5,-16,-8,7,11,26,14,3,44,46,60,52,40,40,37,45,1
23237,0,1,3,-21,-32,-28,-1,-14,13,21,7,3,46,56,52,38,68,50,45,59,1
23229,2,2,3,18,14,4,-14,-9,-8,-13,18,3,36,41,69,72,50,58,64,42,3
23233,2,2,3,23,28,19,-3,0,7,-2,9,3,40,25,42,58,52,45,49,47,3
23230,2,2,3,15,23,11,7,-5,-16,4,-15,3,36,24,52,60,59,53,48,70,2
23236,1,0,3,27,8,14,-12,-21,-8,-7,0,3,35,45,54,71,73,60,49,68,2
23232,2,2,3,24,22,22,-2,4,22,-14,9,3,35,20,56,38,55,38,51,59,1
23234,2,2,3,-14,-14,-20,-19,5,1,2,-7,3,37,48,76,72,52,45,49,68,3
23246,2,2,3,-16,3,-16,-21,16,-2,3,-9,3,62,53,68,59,52,52,42,68,1
23242,2,2,3,-19,-17,-36,22,-7,-15,12,-21,3,59,42,78,36,59,60,37,68,1
23241,2,2,3,-2,-35,13,-21,2,-11,-7,1,3,37,55,43,59,53,49,58,58,1
23245,0,1,3,-22,-13,-3,18,20,19,-10,12,3,57,58,57,53,53,41,59,56,1
23239,2,2,3,-18,-31,-21,2,18,3,-3,10,3,54,55,73,58,41,50,51,60,1
23247,0,1,3,-19,-17,-20,-7,7,12,3,7,3,44,41,44,44,47,51,63,59,1
23244,2,2,3,42,27,1,0,-19,3,-13,-6,3,23,34,56,53,57,46,51,61,1
23238,2,2,3,-8,-5,9,20,10,18,27,-3,3,44,46,60,52,40,40,37,45,2
23243,2,2,3,-26,-5,15,17,0,-7,2,12,3,63,53,61,55,52,52,47,56,3
23240,2,2,3,1,-13,-4,-12,0,15,-5,14,3,51,47,63,67,54,37,52,55,2
23254,2,2,3,-2,-8,4,2,14,3,9,1,3,65,61,57,53,38,49,38,55,1
23255,1,0,3,-12,-11,2,-18,-16,-14,2,-7,3,35,45,54,71,73,60,49,68,3
23257,1,0,3,37,29,44,22,-2,-11,-24,2,3,25,24,24,37,54,63,66,66,3
23248,2,2,3,8,0,-25,-28,-3,-7,-1,17,3,36,41,69,72,50,58,64,42,2
23250,2,2,3,2,21,14,3,-13,-2,4,-9,3,52,34,59,55,54,52,47,69,2
23249,2,2,3,8,22,8,-8,-19,-13,-11,-25,3,36,24,52,60,59,53,48,70,3
23256,2,2,3,11,2,5,15,-15,-9,14,-3,3,46,56,52,38,68,50,45,59,2
23251,2,2,3,16,27,7,29,-1,-1,1,-4,3,35,20,56,38,55,38,51,59,3
23253,2,2,3,22,-6,2,-36,7,15,-12,0,4,37,48,76,72,52,45,49,68,1
23252,2,2,3,-3,30,1,1,1,4,9,11,4,40,25,42,58,52,45,49,47,3
23272,2,2,3,0,-7,33,13,-1,-4,-9,10,4,37,55,43,59,53,49,58,58,2
23275,2,2,3,23,22,-4,-15,11,4,-6,-2,4,23,34,56,53,57,46,51,61,1
23274,0,1,3,-28,-8,-7,16,21,8,2,12,4,63,53,61,55,52,52,47,56,1
23276,0,1,3,-32,-34,-33,-16,1,22,7,10,4,57,58,57,53,53,41,59,56,1
23268,2,2,3,0,-17,-17,-12,9,-5,-16,28,4,36,41,69,72,50,58,64,42,1
23277,2,2,3,18,12,24,15,5,1,-21,9,4,44,41,44,44,47,51,63,59,2
23269,2,2,3,8,-12,-1,3,14,12,10,24,4,44,46,60,52,40,40,37,45,2
23271,2,2,3,-11,-22,-21,-9,-2,8,-3,-8,4,51,47,63,67,54,37,52,55,3
23270,2,2,3,-19,-35,-17,-20,14,-12,0,-1,4,54,55,73,58,41,50,51,60,1
23273,2,2,3,6,19,-21,17,-21,-11,1,-13,4,59,42,78,36,59,60,37,68,1
23283,2,2,3,-28,-6,-14,6,15,0,20,3,4,65,61,57,53,38,49,38,55,3
23281,2,2,3,14,30,31,0,-11,5,2,13,4,40,25,42,58,52,45,49,47,1
23279,2,2,3,-16,7,10,17,-4,6,17,-27,4,52,34,59,55,54,52,47,69,1
23285,2,2,3,17,-3,9,17,-16,2,2,-3,4,46,56,52,38,68,50,45,59,2
23280,2,2,3,9,26,4,14,-15,2,-14,-14,4,35,20,56,38,55,38,51,59,3
23282,2,2,3,14,-1,-13,-5,2,-8,3,-13,4,37,48,76,72,52,45,49,68,1
23278,2,2,3,8,17,-8,-16,-12,-2,15,-11,4,36,24,52,60,59,53,48,70,2
23284,1,0,3,24,-3,24,-35,-14,0,-12,0,4,35,45,54,71,73,60,49,68,2
23286,1,0,3,-2,10,32,16,3,-17,-15,-5,4,25,24,24,37,54,63,66,66,2
23287,2,2,3,-5,5,-11,-6,1,-11,17,-12,4,62,53,68,59,52,52,42,68,1
23297,2,2,3,13,17,13,9,6,-10,-4,-3,4,44,41,44,44,47,51,63,59,3
23295,0,1,3,-38,-29,-37,-18,2,11,19,10,4,63,53,61,55,52,52,47,56,1
23293,0,1,3,-2,-10,11,12,20,11,-9,10,4,37,55,43,59,53,49,58,58,1
23289,2,2,3,-1,-21,-13,-34,5,-20,-13,17,4,36,41,69,72,50,58,64,42,1
23291,2,2,3,-17,-7,3,14,11,-5,-2,8,4,54,55,73,58,41,50,51,60,3
23294,2,2,3,-13,14,-26,2,9,-10,8,-9,4,59,42,78,36,59,60,37,68,3
23290,2,2,3,-4,-21,-18,6,12,5,12,2,4,44,46,60,52,40,40,37,45,2
23288,2,2,3,16,10,7,-5,-5,-1,-1,-1,4,36,24,52,60,59,53,48,70,3
23292,2,2,3,14,14,-6,-14,-16,12,-14,0,4,51,47,63,67,54,37,52,55,2
23296,2,2,3,39,19,12,6,-5,6,-9,7,4,23,34,56,53,57,46,51,61,1
23298,2,2,3,-8,7,-15,-11,-7,-1,16,-10,4,52,34,59,55,54,52,47,69,3
23303,1,0,3,16,2,9,-4,-19,-23,3,-13,4,35,45,54,71,73,60,49,68,2
23305,1,0,3,34,18,54,-1,5,-3,-29,2,4,25,24,24,37,54,63,66,66,3
23307,2,2,3,-34,-24,-1,0,4,5,-8,5,4,57,58,57,53,53,41,59,56,1
23306,2,2,3,1,0,-7,-4,0,0,5,-12,4,62,53,68,59,52,52,42,68,2
23301,2,2,3,7,-2,-16,-20,-12,-5,-12,-23,4,37,48,76,72,52,45,49,68,2
23302,2,2,3,-11,-6,16,5,3,1,13,5,4,65,61,57,53,38,49,38,55,3
23300,2,2,3,-4,16,27,14,-2,13,15,-5,4,40,25,42,58,52,45,49,47,1
23299,2,2,3,1,4,-4,22,4,15,-3,11,4,35,20,56,38,55,38,51,59,1
23304,2,2,3,-9,-1,-9,21,-15,-1,13,-1,4,46,56,52,38,68,50,45,59,3
23315,2,2,3,3,11,-10,23,-7,-8,5,0,5,59,42,78,36,59,60,37,68,3
23308,2,2,3,-17,-14,-3,-17,1,-14,4,-10,5,52,34,59,55,54,52,47,69,1
23310,2,2,3,1,7,7,0,2,-13,-15,26,5,36,41,69,72,50,58,64,42,1
23313,2,2,3,-5,9,-11,-29,14,13,-7,4,5,51,47,63,67,54,37,52,55,3
23312,0,1,3,-19,-10,-19,13,32,10,-2,8,5,54,55,73,58,41,50,51,60,1
23317,2,2,3,-21,-7,12,9,10,-5,-12,2,5,44,41,44,44,47,51,63,59,1
23311,2,2,3,21,15,-3,1,-2,9,1,10,5,44,46,60,52,40,40,37,45,1
23316,2,2,3,-6,5,-4,-2,1,-11,12,0,5,63,53,61,55,52,52,47,56,3
23314,0,1,3,-12,-31,-19,-22,1,14,8,8,5,37,55,43,59,53,49,58,58,1
23309,2,2,3,4,1,-10,-2,-7,-8,1,-23,5,36,24,52,60,59,53,48,70,1
23331,0,1,3,-1,4,-15,-1,23,2,-15,26,5,36,41,69,72,50,58,64,42,1
23334,2,2,3,11,6,5,-8,-2,15,-10,13,5,51,47,63,67,54,37,52,55,2
23327,2,2,3,40,19,5,2,-5,6,-4,-5,5,23,34,56,53,57,46,51,61,3
23319,2,2,3,12,9,17,-3,2,7,-2,22,5,40,25,42,58,52,45,49,47,1
23322,1,0,3,9,1,6,-19,-33,-20,-12,-23,5,35,45,54,71,73,60,49,68,3
23326,2,2,3,2,-16,21,-17,6,19,-22,12,5,57,58,57,53,53,41,59,56,1
23323,2,2,3,8,-1,21,20,-27,0,6,1,5,46,56,52,38,68,50,45,59,1
23321,2,2,3,-29,-20,12,19,12,9,26,-13,5,65,61,57,53,38,49,38,55,3
23324,1,0,3,26,23,39,30,0,-26,-14,-11,5,25,24,24,37,54,63,66,66,2
23325,2,2,3,-25,2,-25,0,1,-3,16,-10,5,62,53,68,59,52,52,42,68,1
23318,2,2,3,9,21,-12,6,-8,13,12,0,5,35,20,56,38,55,38,51,59,2
23320,2,2,3,-1,-24,-24,-12,7,8,-1,2,5,37,48,76,72,52,45,49,68,3
23329,2,2,3,-15,14,17,17,-2,-7,2,-1,5,52,34,59,55,54,52,47,69,1
23330,2,2,3,29,37,5,-7,-21,-4,-10,-15,5,36,24,52,60,59,53,48,70,2
23328,2,2,3,5,5,-14,20,-3,7,-2,-12,5,35,20,56,38,55,38,51,59,2
23336,2,2,3,-36,-8,-22,17,-2,-14,14,-7,5,59,42,78,36,59,60,37,68,2
23337,2,2,3,19,12,17,11,5,1,-16,-3,5,44,41,44,44,47,51,63,59,2
23332,2,2,3,2,10,-8,-14,28,10,8,14,5,44,46,60,52,40,40,37,45,1
23333,0,1,3,-29,-31,-49,-21,13,13,15,6,5,54,55,73,58,41,50,51,60,1
23335,2,2,3,20,3,14,-6,0,-8,1,-2,5,37,55,43,59,53,49,58,58,1
23339,2,2,3,-2,-28,-20,-34,3,-7,2,-9,5,37,48,76,72,52,45,49,68,1
23340,2,2,3,-13,-27,2,2,16,3,9,14,5,65,61,57,53,38,49,38,55,1
23338,2,2,3,-4,-16,-2,14,5,-6,-14,-12,5,44,41,44,44,47,51,63,59,2
23346,2,2,3,14,21,-13,6,-4,3,7,-3,5,23,34,56,53,57,46,51,61,1
23347,2,2,3,-4,-11,17,-19,7,8,-10,12,5,63,53,61,55,52,52,47,56,2
23341,1,0,3,1,-21,-2,-11,-14,-7,-1,2,5,35,45,54,71,73,60,49,68,3
23343,1,0,3,19,22,36,15,-14,-23,-29,-21,5,25,24,24,37,54,63,66,66,2
23345,2,2,3,-6,-11,6,14,1,-4,-7,-1,5,57,58,57,53,53,41,59,56,3
23342,2,2,3,-10,-15,17,34,-18,8,19,-17,5,46,56,52,38,68,50,45,59,1
23344,2,2,3,-8,2,5,-1,-11,-2,9,-8,5,62,53,68,59,52,52,42,68,2
23349,2,2,3,-3,23,34,14,0,0,0,21,6,40,25,42,58,52,45,49,47,1
23357,2,2,3,-15,-1,-34,8,-12,-9,26,-9,6,59,42,78,36,59,60,37,68,3
23351,0,1,3,-17,11,-5,16,19,8,2,-1,6,52,34,59,55,54,52,47,69,1
23348,2,2,3,18,7,8,7,12,12,5,23,6,44,46,60,52,40,40,37,45,1
23352,2,2,3,10,32,0,-22,9,-3,-3,-11,6,36,24,52,60,59,53,48,70,2
23356,2,2,3,26,-2,18,-4,-1,3,-11,-2,6,37,55,43,59,53,49,58,58,3
23353,0,1,3,-11,-17,-45,-35,4,5,2,24,6,36,41,69,72,50,58,64,42,1
23355,2,2,3,-28,-13,-7,-14,3,9,-1,6,6,51,47,63,67,54,37,52,55,2
23350,2,2,3,30,41,1,15,-17,11,-13,-4,6,35,20,56,38,55,38,51,59,1
23354,2,2,3,3,3,-16,-5,12,-9,8,-4,6,54,55,73,58,41,50,51,60,1
23423,2,2,3,-4,-1,10,2,7,8,-1,23,8,40,25,42,58,52,45,49,47,1
23421,2,2,3,-5,13,-5,22,-18,-10,14,-8,8,59,42,78,36,59,60,37,68,2
23427,2,2,3,-1,-21,-13,-34,5,-20,-13,17,8,36,41,69,72,50,58,64,42,1
23420,2,2,3,15,-14,-17,-17,2,7,-2,1,8,37,48,76,72,52,45,49,68,2
23426,0,1,3,-38,-29,-37,-18,2,11,19,10,8,63,53,61,55,52,52,47,56,1
23419,0,1,3,-2,-10,11,12,20,11,-9,10,8,37,55,43,59,53,49,58,58,1
23425,2,2,3,14,14,-6,-14,-16,12,-14,0,8,51,47,63,67,54,37,52,55,2
23418,2,2,3,18,7,8,7,12,12,5,23,8,44,46,60,52,40,40,37,45,3
23422,2,2,3,44,22,-3,14,-18,2,-14,-11,8,26,20,57,43,58,51,51,56,2
23424,2,2,3,-29,-14,-10,-9,-10,0,14,1,8,73,55,54,53,57,51,49,58,1
23531,2,2,3,7,8,19,-19,5,8,-10,-1,8,52,34,59,55,54,52,47,69,1
23532,2,2,3,-30,-17,-12,1,12,-8,12,2,8,70,42,54,57,40,53,37,45,3
23533,2,2,3,37,31,2,-7,-2,-2,1,-12,8,36,24,52,60,59,53,48,70,3
23528,2,2,3,9,26,4,14,-15,2,-14,-14,8,35,20,56,38,55,38,51,59,1
23537,2,2,3,-28,-35,-16,-15,17,1,0,-4,8,54,55,73,58,41,50,51,60,1
23535,2,2,3,-2,-8,4,2,14,3,9,1,8,65,61,57,53,38,49,38,55,3
23534,2,2,3,7,6,19,23,7,-14,-11,-4,8,44,41,44,44,47,51,63,59,1
23536,1,0,3,11,17,45,35,-4,-5,-2,-24,8,25,24,24,37,54,63,66,66,2
23529,2,2,3,-25,2,-25,0,1,-3,16,-10,8,62,53,68,59,52,52,42,68,2
23530,1,0,3,2,3,22,1,-21,-15,0,0,8,35,45,54,71,73,60,49,68,2
23645,2,2,3,-19,-12,-17,-11,-5,-1,16,3,8,63,53,61,55,52,52,47,56,2
23643,2,2,3,-3,-13,0,4,-17,2,-12,-13,8,73,55,54,53,57,51,49,58,3
23639,2,2,3,25,5,-8,-13,0,7,-7,0,8,37,48,76,72,52,45,49,68,3
23642,2,2,3,14,30,31,0,-11,5,2,13,8,40,25,42,58,52,45,49,47,1
23641,2,2,3,26,14,2,12,-4,1,-4,13,8,26,20,57,43,58,51,51,56,2
23640,0,1,3,-24,3,-24,35,14,0,12,0,9,59,42,78,36,59,60,37,68,1
23638,2,2,3,7,-9,17,-7,-13,-9,-21,-13,9,37,55,43,59,53,49,58,58,3
23647,1,0,3,10,-4,32,1,1,-25,-15,-7,9,25,24,24,37,54,63,66,66,2
23646,2,2,3,29,20,-12,-19,-12,-9,-26,13,9,36,41,69,72,50,58,64,42,3
23644,2,2,3,-15,-23,-11,-7,5,16,-4,15,9,51,47,63,67,54,37,52,55,2
23747,0,1,3,-40,-37,-33,-16,16,14,28,11,9,65,61,57,53,38,49,38,55,1
23745,2,2,3,27,29,9,-5,-7,-1,-1,-14,9,36,24,52,60,59,53,48,70,3
23741,1,0,3,-9,-25,3,-28,-15,-9,2,-12,9,35,45,54,71,73,60,49,68,3
23744,2,2,3,-19,5,9,10,14,-16,15,10,9,70,42,54,57,40,53,37,45,1
23746,2,2,3,-8,0,25,28,3,7,1,-17,9,44,41,44,44,47,51,63,59,1
23742,2,2,3,-12,-9,-17,3,-2,-7,2,-22,9,52,34,59,55,54,52,47,69,1
23739,2,2,3,-7,2,16,20,12,5,12,23,9,44,46,60,52,40,40,37,45,2
23738,2,2,3,2,35,-13,21,-2,11,7,-1,9,35,20,56,38,55,38,51,59,1
23740,2,2,3,-3,-11,10,-23,7,8,-5,0,9,62,53,68,59,52,52,42,68,1
23743,2,2,3,19,0,-19,-5,16,1,-2,-2,9,54,55,73,58,41,50,51,60,3
23752,2,2,3,-21,-17,5,2,-3,1,-2,11,9,73,55,54,53,57,51,49,58,1
23754,2,2,3,2,-11,-7,2,-12,1,-10,-11,9,63,57,61,55,52,52,47,56,3
23756,3,0,3,12,10,13,7,12,-12,2,-6,9,32,35,31,37,35,63,61,65,2
23755,2,2,3,0,-17,-17,-12,9,-5,-16,28,9,36,45,69,72,50,58,64,42,3
23753,2,2,3,3,8,8,-12,-13,13,-1,5,9,51,47,65,70,54,37,52,55,2
23748,2,2,3,0,7,-33,-13,1,4,9,-10,9,37,52,76,72,52,45,49,68,3
23757,2,2,3,-30,-45,-1,-15,17,-11,13,4,9,65,65,57,53,38,49,38,55,1
23751,2,1,3,1,21,12,10,20,4,-10,18,9,40,29,42,58,52,45,49,47,1
23750,2,1,3,36,29,11,16,-6,1,-9,12,9,26,24,57,43,58,51,51,56,3
23749,2,3,3,6,4,-13,0,3,-20,0,-23,9,38,46,73,52,37,60,37,68,1
23763,2,2,3,-1,9,6,15,0,-15,5,-14,9,52,38,59,55,54,52,47,69,1
23766,0,1,3,-4,7,-21,-23,-24,10,13,-5,9,36,28,52,60,59,53,48,70,1
23765,2,2,3,-29,-1,15,15,10,5,27,-3,9,65,46,54,57,40,53,37,45,1
23764,2,2,3,9,2,-12,-3,11,2,-4,-4,9,54,55,73,58,41,50,51,60,3
23767,1,2,3,21,20,13,9,-9,-2,-25,-4,9,44,45,44,44,47,51,63,59,1
23762,2,0,3,32,5,0,-15,-15,2,10,-7,9,41,50,54,68,72,49,39,65,2
23758,2,2,3,2,32,20,34,-3,7,-2,9,9,35,20,56,38,55,38,51,59,2
23760,2,0,3,-18,-26,-3,-9,18,11,14,11,9,44,50,60,52,40,40,37,45,1
23759,2,1,3,1,-13,30,-7,-16,11,-21,10,9,37,59,43,59,53,49,58,58,1
23761,2,0,3,-22,-24,-26,-1,0,-7,7,-21,9,62,53,68,59,52,52,42,68,1
23774,2,2,3,18,10,4,-14,-9,-8,-13,18,9,36,45,69,72,50,58,64,42,3
23776,2,2,3,-29,-37,-5,7,21,4,10,15,9,65,65,57,53,38,49,38,55,3
23777,1,2,3,-9,-25,12,-6,8,-13,-12,0,9,44,45,44,44,47,51,63,59,1
23775,1,0,3,33,11,23,20,5,-10,-24,-20,9,32,35,31,37,35,63,61,65,2
23772,2,1,3,-10,3,-11,-2,18,12,-13,10,9,51,47,65,70,54,37,52,55,2
23770,2,1,3,4,21,18,-6,-12,-5,-12,-2,9,40,29,42,58,52,45,49,47,2
23773,2,2,3,-11,-19,-2,0,2,0,0,13,9,63,57,61,55,52,52,47,56,2
23769,2,2,3,11,35,-14,16,-5,-2,7,2,9,26,24,57,43,58,51,51,56,1
23771,2,1,3,-11,-2,14,6,-5,1,-7,10,9,73,55,54,53,57,51,49,58,2
23768,2,0,3,-1,6,3,20,15,-15,12,0,9,38,46,73,52,37,60,37,68,1
23779,2,2,3,-11,-28,-19,-29,6,6,2,-12,10,37,52,76,72,52,45,49,68,1
23784,2,2,3,-16,7,10,17,-4,6,17,-27,10,52,38,59,55,54,52,47,69,2
23781,2,0,3,29,5,-6,1,17,11,12,13,10,44,50,60,52,40,40,37,45,1
23787,0,2,3,8,17,-8,-16,-12,-2,15,-11,10,36,28,52,60,59,53,48,70,1
23783,2,0,3,22,7,7,-13,-20,3,8,-9,10,41,50,54,68,72,49,39,65,2
23785,0,1,3,-22,-20,-42,-21,-6,13,10,5,10,54,55,73,58,41,50,51,60,1
23780,2,2,3,3,-30,-1,-1,-1,-4,-9,-11,10,37,59,43,59,53,49,58,58,1
23786,2,2,3,0,19,3,-4,-2,-4,1,10,10,65,46,54,57,40,53,37,45,1
23782,2,0,3,-11,-6,-3,11,2,-15,10,-13,10,62,53,68,59,52,52,42,68,1
23778,2,1,3,3,26,17,14,-18,22,-14,9,10,35,20,56,38,55,38,51,59,3
23797,2,2,3,-1,-8,4,-22,-4,-15,3,-11,10,36,28,52,60,59,53,48,70,2
23794,1,0,3,20,3,28,18,19,-11,-14,4,10,32,35,31,37,35,63,61,65,3
23793,2,1,3,5,5,-15,-4,22,-9,-25,23,10,36,45,69,72,50,58,64,42,1
23791,2,1,3,-7,3,-5,-18,-14,3,-15,-10,10,51,47,65,70,54,37,52,55,1
23795,2,2,3,-11,-10,16,5,3,1,13,5,10,65,65,57,53,38,49,38,55,3
23789,2,2,3,-3,23,34,14,0,0,0,21,10,40,29,42,58,52,45,49,47,2
23796,1,2,3,21,1,10,13,-7,2,-26,-14,10,44,45,44,44,47,51,63,59,2
23790,2,2,3,-36,4,-11,6,-4,-2,9,0,10,73,55,54,53,57,51,49,58,2
23792,2,1,3,-1,-4,7,4,0,0,-5,12,10,63,57,61,55,52,52,47,56,2
23788,2,1,3,12,22,16,9,-21,9,-14,12,10,26,24,57,43,58,51,51,56,1
23436,0,2,3,-10,-10,-29,-14,6,1,12,-1,10,54,55,73,58,41,50,51,60,2
23430,2,2,3,36,3,-22,-19,5,6,0,-10,10,37,52,76,72,52,45,49,68,2
23432,2,0,3,19,7,1,3,12,12,10,11,10,44,50,60,52,40,40,37,45,1
23434,0,3,3,-9,-15,-23,-31,-37,14,22,0,10,41,50,54,68,72,49,39,65,1
23433,2,0,3,-26,-8,1,13,-2,6,22,-26,10,62,53,68,59,52,52,42,68,2
23435,2,2,3,13,27,-2,-2,-16,-3,-9,-14,10,52,38,59,55,54,52,47,69,1
23431,2,2,3,14,-12,22,11,1,-12,-6,-3,10,37,59,43,59,53,49,58,58,1
23437,2,2,3,-29,-18,-2,3,19,0,11,25,10,65,46,54,57,40,53,37,45,1
23428,2,2,3,-9,4,1,5,3,13,0,-3,10,35,20,56,38,55,38,51,59,1
23429,2,0,3,2,-17,-31,6,15,-15,12,-21,10,38,46,73,52,37,60,37,68,2
23443,1,3,3,30,18,37,22,17,-11,-19,3,10,32,35,31,37,35,63,61,65,2
23442,2,1,3,8,5,-9,-20,-10,-18,-27,3,10,36,45,69,72,50,58,64,42,3
23444,2,1,3,-24,-15,-3,15,34,0,1,10,10,65,65,57,53,38,49,38,55,1
23445,1,2,3,8,-7,15,11,7,1,-16,10,10,44,45,44,44,47,51,63,59,1
23446,2,2,3,18,27,21,-2,-18,-3,3,-10,10,36,28,52,60,59,53,48,70,3
23447,2,2,3,-30,-26,2,-19,15,-15,14,14,10,65,46,54,57,40,53,37,45,2
23438,2,2,3,-14,-5,15,-15,6,6,2,9,10,40,29,42,58,52,45,49,47,2
23441,2,2,3,-26,2,-18,4,1,-3,11,2,10,63,57,61,55,52,52,47,56,3
23440,2,2,3,-14,5,11,2,-2,8,-3,13,10,51,47,65,70,54,37,52,55,2
23439,2,1,3,-35,-9,19,-1,-20,9,-12,10,10,73,55,54,53,57,51,49,58,3
23453,0,3,3,-12,-15,-29,-15,-5,23,24,20,11,44,50,60,52,40,40,37,45,1
